HABITAT ID,HABITAT NAME,DAY,AVAILABLE LLAMAS
0,Peachtree,10/25/2017 8:00,89
0,Peachtree,10/26/2017 8:00,65
0,Peachtree,10/27/2017 8:00,89
0,Peachtree,10/28/2017 8:00,84
0,Peachtree,10/29/2017 8:00,92
0,Peachtree,10/30/2017 8:00,92
0,Peachtree,10/31/2017 8:00,88
0,Peachtree,11/1/2017 8:00,92
0,Peachtree,11/2/2017 8:00,84
0,Peachtree,11/3/2017 8:00,76
0,Peachtree,11/4/2017 8:00,83
0,Peachtree,11/5/2017 8:00,87
0,Peachtree,11/6/2017 8:00,84
0,Peachtree,11/7/2017 8:00,90
0,Peachtree,11/8/2017 8:00,94
0,Peachtree,11/9/2017 8:00,86
0,Peachtree,11/10/2017 8:00,82
0,Peachtree,11/11/2017 8:00,72
0,Peachtree,11/12/2017 8:00,77
0,Peachtree,11/13/2017 8:00,102
0,Peachtree,11/14/2017 8:00,97
0,Peachtree,11/15/2017 8:00,90
0,Peachtree,11/16/2017 8:00,88
0,Peachtree,11/17/2017 8:00,96
0,Peachtree,11/18/2017 8:00,96
0,Peachtree,11/19/2017 8:00,92
0,Peachtree,11/20/2017 8:00,92
0,Peachtree,11/21/2017 8:00,98
0,Peachtree,11/22/2017 8:00,79
0,Peachtree,11/23/2017 8:00,80
0,Peachtree,11/24/2017 8:00,85
0,Peachtree,11/25/2017 8:00,82
0,Peachtree,11/26/2017 8:00,86
0,Peachtree,11/27/2017 8:00,97
0,Peachtree,11/28/2017 8:00,95
0,Peachtree,11/29/2017 8:00,81
0,Peachtree,11/30/2017 8:00,97
0,Peachtree,12/1/2017 8:00,83
0,Peachtree,12/2/2017 8:00,72
0,Peachtree,12/3/2017 8:00,84
0,Peachtree,12/4/2017 8:00,82
0,Peachtree,12/5/2017 8:00,82
0,Peachtree,12/6/2017 8:00,69
0,Peachtree,12/7/2017 8:00,70
0,Peachtree,12/8/2017 8:00,62
0,Peachtree,12/9/2017 8:00,64
0,Peachtree,12/10/2017 8:00,54
0,Peachtree,12/11/2017 8:00,56
0,Peachtree,12/12/2017 8:00,54
0,Peachtree,12/13/2017 8:00,58
0,Peachtree,12/14/2017 8:00,56
0,Peachtree,12/15/2017 8:00,59
0,Peachtree,12/16/2017 8:00,50
0,Peachtree,12/17/2017 8:00,56
0,Peachtree,12/18/2017 8:00,63
0,Peachtree,12/19/2017 8:00,76
0,Peachtree,12/21/2017 8:00,76
0,Peachtree,12/22/2017 8:00,74
0,Peachtree,12/23/2017 8:00,68
0,Peachtree,12/24/2017 8:00,72
0,Peachtree,12/25/2017 8:00,63
0,Peachtree,12/26/2017 8:00,63
0,Peachtree,12/27/2017 8:00,61
0,Peachtree,12/28/2017 8:00,60
0,Peachtree,12/29/2017 8:00,56
0,Peachtree,12/30/2017 8:00,56
0,Peachtree,12/31/2017 8:00,56
0,Peachtree,1/1/2018 8:00,62
0,Peachtree,1/2/2018 8:00,56
0,Peachtree,1/3/2018 8:00,61
0,Peachtree,1/4/2018 8:00,59
0,Peachtree,1/5/2018 8:00,64
0,Peachtree,1/6/2018 8:00,56
0,Peachtree,1/7/2018 8:00,55
0,Peachtree,1/8/2018 8:00,54
0,Peachtree,1/9/2018 8:00,52
0,Peachtree,1/10/2018 8:00,52
0,Peachtree,1/11/2018 8:00,62
0,Peachtree,1/12/2018 8:00,60
0,Peachtree,1/13/2018 8:00,58
0,Peachtree,1/14/2018 8:00,48
0,Peachtree,1/15/2018 8:00,46
0,Peachtree,1/16/2018 8:00,46
0,Peachtree,1/17/2018 8:00,52
0,Peachtree,1/18/2018 8:00,60
0,Peachtree,1/19/2018 8:00,52
0,Peachtree,1/20/2018 8:00,50
0,Peachtree,1/21/2018 8:00,57
0,Peachtree,1/22/2018 8:00,54
0,Peachtree,1/23/2018 8:00,73
0,Peachtree,1/24/2018 8:00,61
0,Peachtree,1/25/2018 8:00,65
0,Peachtree,1/26/2018 8:00,75
0,Peachtree,1/27/2018 8:00,78
0,Peachtree,1/28/2018 8:00,58
0,Peachtree,1/29/2018 8:00,58
0,Peachtree,1/30/2018 8:00,65
0,Peachtree,1/31/2018 8:00,63
0,Peachtree,2/1/2018 8:00,50
0,Peachtree,2/2/2018 8:00,57
0,Peachtree,2/3/2018 8:00,60
0,Peachtree,2/4/2018 8:00,48
0,Peachtree,2/5/2018 8:00,52
0,Peachtree,2/6/2018 8:00,46
0,Peachtree,2/7/2018 8:00,63
0,Peachtree,2/8/2018 8:00,62
0,Peachtree,2/9/2018 8:00,63
0,Peachtree,2/10/2018 8:00,60
0,Peachtree,2/11/2018 8:00,51
0,Peachtree,2/12/2018 8:00,56
0,Peachtree,2/13/2018 8:00,58
0,Peachtree,2/14/2018 8:00,55
0,Peachtree,2/15/2018 8:00,66
0,Peachtree,2/16/2018 8:00,57
0,Peachtree,2/17/2018 8:00,59
0,Peachtree,2/18/2018 8:00,57
0,Peachtree,2/19/2018 8:00,60
0,Peachtree,2/20/2018 8:00,70
0,Peachtree,2/21/2018 8:00,62
0,Peachtree,2/22/2018 8:00,66
0,Peachtree,2/23/2018 8:00,60
0,Peachtree,2/24/2018 8:00,58
0,Peachtree,2/25/2018 8:00,60
0,Peachtree,2/26/2018 8:00,67
0,Peachtree,2/27/2018 8:00,55
0,Peachtree,2/28/2018 8:00,72
0,Peachtree,3/1/2018 8:00,60
0,Peachtree,3/2/2018 8:00,62
0,Peachtree,3/3/2018 8:00,56
0,Peachtree,3/4/2018 8:00,60
0,Peachtree,3/5/2018 8:00,77
0,Peachtree,3/6/2018 8:00,74
0,Peachtree,3/7/2018 8:00,56
0,Peachtree,3/8/2018 8:00,62
0,Peachtree,3/9/2018 8:00,68
0,Peachtree,3/10/2018 8:00,58
0,Peachtree,3/11/2018 8:00,50
0,Peachtree,3/12/2018 8:00,64
0,Peachtree,3/13/2018 8:00,77
0,Peachtree,3/14/2018 8:00,75
0,Peachtree,3/15/2018 8:00,70
0,Peachtree,3/16/2018 8:00,76
0,Peachtree,3/17/2018 8:00,75
0,Peachtree,3/18/2018 8:00,76
0,Peachtree,3/19/2018 8:00,90
0,Peachtree,3/20/2018 8:00,84
0,Peachtree,3/21/2018 8:00,85
0,Peachtree,3/22/2018 8:00,86
0,Peachtree,3/23/2018 8:00,76
0,Peachtree,3/24/2018 8:00,94
0,Peachtree,3/25/2018 8:00,96
0,Peachtree,3/26/2018 8:00,100
0,Peachtree,3/27/2018 8:00,90
0,Peachtree,3/28/2018 8:00,98
0,Peachtree,3/29/2018 8:00,98
0,Peachtree,3/30/2018 8:00,94
0,Peachtree,3/31/2018 8:00,89
0,Peachtree,4/1/2018 8:00,94
0,Peachtree,4/2/2018 8:00,104
0,Peachtree,4/3/2018 8:00,102
0,Peachtree,4/4/2018 8:00,106
0,Peachtree,4/5/2018 8:00,107
0,Peachtree,4/6/2018 8:00,108
0,Peachtree,4/7/2018 8:00,100
0,Peachtree,4/8/2018 8:00,90
0,Peachtree,4/9/2018 8:00,97
0,Peachtree,4/10/2018 8:00,100
0,Peachtree,4/11/2018 8:00,100
0,Peachtree,4/12/2018 8:00,100
0,Peachtree,4/13/2018 8:00,90
0,Peachtree,4/14/2018 8:00,88
0,Peachtree,4/15/2018 8:00,91
0,Peachtree,4/16/2018 8:00,94
0,Peachtree,4/17/2018 8:00,88
0,Peachtree,4/18/2018 8:00,92
0,Peachtree,4/19/2018 8:00,99
0,Peachtree,4/20/2018 8:00,88
0,Peachtree,4/21/2018 8:00,96
0,Peachtree,4/22/2018 8:00,88
0,Peachtree,4/23/2018 8:00,82
0,Peachtree,4/24/2018 8:00,83
0,Peachtree,4/25/2018 8:00,84
0,Peachtree,4/26/2018 8:00,86
0,Peachtree,4/27/2018 8:00,90
0,Peachtree,4/28/2018 8:00,84
0,Peachtree,4/29/2018 8:00,80
0,Peachtree,4/30/2018 8:00,90
0,Peachtree,5/1/2018 8:00,94
0,Peachtree,5/2/2018 8:00,100
0,Peachtree,5/3/2018 8:00,102
0,Peachtree,5/4/2018 8:00,108
0,Peachtree,5/5/2018 8:00,104
0,Peachtree,5/6/2018 8:00,89
0,Peachtree,5/7/2018 8:00,97
0,Peachtree,5/8/2018 8:00,102
0,Peachtree,5/9/2018 8:00,92
0,Peachtree,5/10/2018 8:00,93
0,Peachtree,5/11/2018 8:00,86
0,Peachtree,5/12/2018 8:00,78
0,Peachtree,5/13/2018 8:00,81
0,Peachtree,5/14/2018 8:00,85
0,Peachtree,5/15/2018 8:00,94
0,Peachtree,5/16/2018 8:00,100
0,Peachtree,5/17/2018 8:00,94
0,Peachtree,5/18/2018 8:00,94
0,Peachtree,5/20/2018 8:00,100
0,Peachtree,5/21/2018 8:00,102
0,Peachtree,5/22/2018 8:00,99
0,Peachtree,5/23/2018 8:00,86
0,Peachtree,5/24/2018 8:00,88
0,Peachtree,5/25/2018 8:00,98
0,Peachtree,5/26/2018 8:00,70
0,Peachtree,5/27/2018 8:00,67
0,Peachtree,5/28/2018 8:00,81
0,Peachtree,5/29/2018 8:00,80
0,Peachtree,5/30/2018 8:00,86
0,Peachtree,5/31/2018 8:00,89
0,Peachtree,6/1/2018 8:00,92
0,Peachtree,6/2/2018 8:00,98
0,Peachtree,6/3/2018 8:00,92
0,Peachtree,6/4/2018 8:00,86
0,Peachtree,6/5/2018 8:00,90
0,Peachtree,6/6/2018 8:00,78
0,Peachtree,6/7/2018 8:00,78
0,Peachtree,6/8/2018 8:00,68
0,Peachtree,6/9/2018 8:00,70
0,Peachtree,6/10/2018 8:00,72
0,Peachtree,6/11/2018 8:00,68
0,Peachtree,6/12/2018 8:00,82
0,Peachtree,6/13/2018 8:00,84
0,Peachtree,6/14/2018 8:00,76
0,Peachtree,6/15/2018 8:00,73
0,Peachtree,6/16/2018 8:00,90
0,Peachtree,6/17/2018 8:00,84
0,Peachtree,6/18/2018 8:00,74
0,Peachtree,6/19/2018 8:00,68
0,Peachtree,6/20/2018 8:00,76
0,Peachtree,6/21/2018 8:00,77
0,Peachtree,6/22/2018 8:00,73
0,Peachtree,6/23/2018 8:00,92
0,Peachtree,6/24/2018 8:00,92
0,Peachtree,6/25/2018 8:00,80
0,Peachtree,6/26/2018 8:00,72
0,Peachtree,6/27/2018 8:00,76
0,Peachtree,6/28/2018 8:00,73
0,Peachtree,6/29/2018 8:00,72
0,Peachtree,6/30/2018 8:00,74
0,Peachtree,7/1/2018 8:00,76
0,Peachtree,7/2/2018 8:00,74
0,Peachtree,7/3/2018 8:00,62
0,Peachtree,7/4/2018 8:00,62
0,Peachtree,7/5/2018 8:00,50
0,Peachtree,7/6/2018 8:00,73
0,Peachtree,7/7/2018 8:00,60
0,Peachtree,7/8/2018 8:00,60
0,Peachtree,7/9/2018 8:00,66
0,Peachtree,7/10/2018 8:00,65
0,Peachtree,7/11/2018 8:00,68
0,Peachtree,7/12/2018 8:00,56
0,Peachtree,7/13/2018 8:00,62
0,Peachtree,7/14/2018 8:00,58
0,Peachtree,7/15/2018 8:00,48
0,Peachtree,7/16/2018 8:00,66
0,Peachtree,7/17/2018 8:00,68
0,Peachtree,7/18/2018 8:00,74
0,Peachtree,7/19/2018 8:00,69
0,Peachtree,7/20/2018 8:00,60
0,Peachtree,7/21/2018 8:00,64
0,Peachtree,7/22/2018 8:00,62
0,Peachtree,7/23/2018 8:00,70
0,Peachtree,7/24/2018 8:00,53
0,Peachtree,7/25/2018 8:00,52
0,Peachtree,7/26/2018 8:00,68
0,Peachtree,7/27/2018 8:00,66
0,Peachtree,7/28/2018 8:00,64
0,Peachtree,7/29/2018 8:00,56
0,Peachtree,7/30/2018 8:00,62
0,Peachtree,7/31/2018 8:00,70
0,Peachtree,8/1/2018 8:00,68
0,Peachtree,8/2/2018 8:00,66
0,Peachtree,8/3/2018 8:00,70
0,Peachtree,8/4/2018 8:00,82
0,Peachtree,8/5/2018 8:00,70
0,Peachtree,8/6/2018 8:00,63
0,Peachtree,8/7/2018 8:00,62
0,Peachtree,8/8/2018 8:00,76
0,Peachtree,8/9/2018 8:00,77
0,Peachtree,8/10/2018 8:00,68
0,Peachtree,8/11/2018 8:00,82
0,Peachtree,8/12/2018 8:00,79
0,Peachtree,8/13/2018 8:00,81
0,Peachtree,8/14/2018 8:00,84
0,Peachtree,8/15/2018 8:00,74
0,Peachtree,8/16/2018 8:00,88
0,Peachtree,8/17/2018 8:00,64
0,Peachtree,8/18/2018 8:00,68
0,Peachtree,8/19/2018 8:00,61
0,Peachtree,8/20/2018 8:00,74
0,Peachtree,8/21/2018 8:00,74
0,Peachtree,8/22/2018 8:00,64
0,Peachtree,8/23/2018 8:00,60
0,Peachtree,8/24/2018 8:00,64
0,Peachtree,8/25/2018 8:00,64
0,Peachtree,8/26/2018 8:00,69
0,Peachtree,8/27/2018 8:00,67
0,Peachtree,8/28/2018 8:00,61
0,Peachtree,8/29/2018 8:00,62
0,Peachtree,8/30/2018 8:00,72
0,Peachtree,8/31/2018 8:00,69
0,Peachtree,9/1/2018 8:00,59
0,Peachtree,9/2/2018 8:00,64
0,Peachtree,9/3/2018 8:00,70
0,Peachtree,9/4/2018 8:00,78
0,Peachtree,9/5/2018 8:00,87
0,Peachtree,9/6/2018 8:00,71
0,Peachtree,9/7/2018 8:00,76
0,Peachtree,9/8/2018 8:00,74
0,Peachtree,9/9/2018 8:00,71
0,Peachtree,9/10/2018 8:00,84
0,Peachtree,9/11/2018 8:00,70
0,Peachtree,9/12/2018 8:00,78
0,Peachtree,9/13/2018 8:00,72
0,Peachtree,9/14/2018 8:00,69
0,Peachtree,9/15/2018 8:00,58
0,Peachtree,9/16/2018 8:00,58
0,Peachtree,9/17/2018 8:00,58
0,Peachtree,9/18/2018 8:00,56
0,Peachtree,9/19/2018 8:00,70
0,Peachtree,9/20/2018 8:00,54
0,Peachtree,9/21/2018 8:00,56
0,Peachtree,9/22/2018 8:00,65
0,Peachtree,9/23/2018 8:00,73
0,Peachtree,9/24/2018 8:00,71
0,Peachtree,9/25/2018 8:00,72
0,Peachtree,9/26/2018 8:00,80
0,Peachtree,9/27/2018 8:00,78
0,Peachtree,9/28/2018 8:00,70
0,Peachtree,9/29/2018 8:00,79
0,Peachtree,9/30/2018 8:00,72
0,Peachtree,10/1/2018 8:00,88
0,Peachtree,10/2/2018 8:00,89
0,Peachtree,10/3/2018 8:00,74
0,Peachtree,10/4/2018 8:00,66
0,Peachtree,10/5/2018 8:00,77
0,Peachtree,10/6/2018 8:00,79
0,Peachtree,10/7/2018 8:00,78
0,Peachtree,10/8/2018 8:00,69
0,Peachtree,10/9/2018 8:00,72
0,Peachtree,10/10/2018 8:00,76
0,Peachtree,10/11/2018 8:00,83
0,Peachtree,10/12/2018 8:00,72
0,Peachtree,10/13/2018 8:00,66
0,Peachtree,10/14/2018 8:00,62
0,Peachtree,10/15/2018 8:00,68
0,Peachtree,10/16/2018 8:00,76
0,Peachtree,10/17/2018 8:00,78
0,Peachtree,10/18/2018 8:00,90
0,Peachtree,10/19/2018 8:00,88
0,Peachtree,10/20/2018 8:00,87
0,Peachtree,10/21/2018 8:00,72
0,Peachtree,10/22/2018 8:00,74
0,Peachtree,10/23/2018 8:00,69
0,Peachtree,10/24/2018 8:00,76
0,Peachtree,10/25/2018 8:00,88
0,Peachtree,10/26/2018 8:00,85
0,Peachtree,10/27/2018 8:00,88
0,Peachtree,10/28/2018 8:00,73
0,Peachtree,10/29/2018 8:00,86
0,Peachtree,10/30/2018 8:00,94
0,Peachtree,10/31/2018 8:00,82
0,Peachtree,11/1/2018 8:00,78
0,Peachtree,11/2/2018 8:00,75
0,Peachtree,11/3/2018 8:00,74
0,Peachtree,11/4/2018 8:00,78
0,Peachtree,11/5/2018 8:00,72
0,Peachtree,11/6/2018 8:00,87
0,Peachtree,11/7/2018 8:00,84
0,Peachtree,11/8/2018 8:00,92
0,Peachtree,11/9/2018 8:00,78
0,Peachtree,11/10/2018 8:00,76
0,Peachtree,11/11/2018 8:00,72
0,Peachtree,11/12/2018 8:00,91
0,Peachtree,11/13/2018 8:00,94
0,Peachtree,11/14/2018 8:00,91
0,Peachtree,11/15/2018 8:00,84
0,Peachtree,11/16/2018 8:00,89
0,Peachtree,11/17/2018 8:00,82
0,Peachtree,11/18/2018 8:00,82
0,Peachtree,11/19/2018 8:00,91
0,Peachtree,11/20/2018 8:00,96
0,Peachtree,11/21/2018 8:00,86
0,Peachtree,11/22/2018 8:00,90
0,Peachtree,11/23/2018 8:00,100
0,Peachtree,11/24/2018 8:00,96
0,Peachtree,11/25/2018 8:00,95
0,Peachtree,11/26/2018 8:00,98
0,Peachtree,11/27/2018 8:00,94
0,Peachtree,11/28/2018 8:00,94
0,Peachtree,11/29/2018 8:00,94
0,Peachtree,11/30/2018 8:00,90
0,Peachtree,12/1/2018 8:00,90
0,Peachtree,12/2/2018 8:00,90
0,Peachtree,12/3/2018 8:00,90
0,Peachtree,12/4/2018 8:00,96
0,Peachtree,12/5/2018 8:00,90
0,Peachtree,12/6/2018 8:00,98
0,Peachtree,12/7/2018 8:00,83
0,Peachtree,12/8/2018 8:00,82
0,Peachtree,12/9/2018 8:00,74
0,Peachtree,12/10/2018 8:00,82
0,Peachtree,12/11/2018 8:00,84
0,Peachtree,12/12/2018 8:00,77
0,Peachtree,12/13/2018 8:00,80
0,Peachtree,12/14/2018 8:00,86
0,Peachtree,12/15/2018 8:00,64
0,Peachtree,12/16/2018 8:00,62
0,Peachtree,12/17/2018 8:00,72
0,Peachtree,12/18/2018 8:00,73
0,Peachtree,12/19/2018 8:00,74
0,Peachtree,12/20/2018 8:00,86
0,Peachtree,12/21/2018 8:00,79
0,Peachtree,12/22/2018 8:00,77
0,Peachtree,12/23/2018 8:00,72
0,Peachtree,12/24/2018 8:00,78
0,Peachtree,12/25/2018 8:00,81
0,Peachtree,12/26/2018 8:00,84
0,Peachtree,12/27/2018 8:00,80
0,Peachtree,12/28/2018 8:00,82
0,Peachtree,12/29/2018 8:00,94
0,Peachtree,12/30/2018 8:00,89
0,Peachtree,12/31/2018 8:00,80
0,Peachtree,1/1/2019 8:00,78
0,Peachtree,1/2/2019 8:00,79
0,Peachtree,1/3/2019 8:00,75
0,Peachtree,1/4/2019 8:00,84
0,Peachtree,1/5/2019 8:00,78
0,Peachtree,1/6/2019 8:00,77
0,Peachtree,1/7/2019 8:00,76
0,Peachtree,1/8/2019 8:00,81
0,Peachtree,1/9/2019 8:00,66
0,Peachtree,1/10/2019 8:00,58
0,Peachtree,1/11/2019 8:00,70
0,Peachtree,1/12/2019 8:00,60
0,Peachtree,1/13/2019 8:00,72
0,Peachtree,1/14/2019 8:00,75
0,Peachtree,1/15/2019 8:00,74
0,Peachtree,1/16/2019 8:00,73
0,Peachtree,1/17/2019 8:00,71
0,Peachtree,1/18/2019 8:00,80
0,Peachtree,1/19/2019 8:00,72
0,Peachtree,1/20/2019 8:00,71
0,Peachtree,1/21/2019 8:00,66
0,Peachtree,1/22/2019 8:00,71
0,Peachtree,1/23/2019 8:00,68
0,Peachtree,1/24/2019 8:00,81
0,Peachtree,1/25/2019 8:00,82
0,Peachtree,1/26/2019 8:00,88
0,Peachtree,1/27/2019 8:00,90
0,Peachtree,1/28/2019 8:00,76
0,Peachtree,1/29/2019 8:00,77
0,Peachtree,1/30/2019 8:00,67
0,Peachtree,1/31/2019 8:00,66
0,Peachtree,2/1/2019 8:00,64
0,Peachtree,2/2/2019 8:00,72
0,Peachtree,2/3/2019 8:00,72
0,Peachtree,2/4/2019 8:00,76
0,Peachtree,2/5/2019 8:00,76
0,Peachtree,2/6/2019 8:00,78
0,Peachtree,2/7/2019 8:00,70
0,Peachtree,2/8/2019 8:00,69
0,Peachtree,2/9/2019 8:00,79
0,Peachtree,2/10/2019 8:00,76
0,Peachtree,2/11/2019 8:00,77
0,Peachtree,2/12/2019 8:00,70
0,Peachtree,2/13/2019 8:00,68
0,Peachtree,2/14/2019 8:00,72
0,Peachtree,2/15/2019 8:00,70
0,Peachtree,2/16/2019 8:00,68
0,Peachtree,2/17/2019 8:00,60
0,Peachtree,2/18/2019 8:00,58
0,Peachtree,2/19/2019 8:00,72
0,Peachtree,2/20/2019 8:00,74
0,Peachtree,2/21/2019 8:00,76
0,Peachtree,2/22/2019 8:00,76
0,Peachtree,2/23/2019 8:00,74
0,Peachtree,2/24/2019 8:00,68
0,Peachtree,2/25/2019 8:00,58
0,Peachtree,2/26/2019 8:00,60
0,Peachtree,2/27/2019 8:00,64
0,Peachtree,2/28/2019 8:00,54
1,Newsvendor Plaza,7/1/2017 8:00,92
1,Newsvendor Plaza,7/2/2017 8:00,80
1,Newsvendor Plaza,7/3/2017 8:00,76
1,Newsvendor Plaza,7/4/2017 8:00,72
1,Newsvendor Plaza,7/5/2017 8:00,80
1,Newsvendor Plaza,7/6/2017 8:00,84
1,Newsvendor Plaza,7/7/2017 8:00,86
1,Newsvendor Plaza,7/8/2017 8:00,88
1,Newsvendor Plaza,7/9/2017 8:00,98
1,Newsvendor Plaza,7/10/2017 8:00,98
1,Newsvendor Plaza,7/11/2017 8:00,95
1,Newsvendor Plaza,7/12/2017 8:00,100
1,Newsvendor Plaza,7/13/2017 8:00,94
1,Newsvendor Plaza,7/14/2017 8:00,88
1,Newsvendor Plaza,7/15/2017 8:00,82
1,Newsvendor Plaza,7/16/2017 8:00,86
1,Newsvendor Plaza,7/17/2017 8:00,80
1,Newsvendor Plaza,7/18/2017 8:00,82
1,Newsvendor Plaza,7/19/2017 8:00,87
1,Newsvendor Plaza,7/20/2017 8:00,95
1,Newsvendor Plaza,7/21/2017 8:00,92
1,Newsvendor Plaza,7/22/2017 8:00,91
1,Newsvendor Plaza,7/23/2017 8:00,88
1,Newsvendor Plaza,7/24/2017 8:00,78
1,Newsvendor Plaza,7/25/2017 8:00,80
1,Newsvendor Plaza,7/26/2017 8:00,80
1,Newsvendor Plaza,7/27/2017 8:00,76
1,Newsvendor Plaza,7/28/2017 8:00,81
1,Newsvendor Plaza,7/29/2017 8:00,83
1,Newsvendor Plaza,7/30/2017 8:00,100
1,Newsvendor Plaza,7/31/2017 8:00,88
1,Newsvendor Plaza,8/1/2017 8:00,94
1,Newsvendor Plaza,8/2/2017 8:00,92
1,Newsvendor Plaza,8/3/2017 8:00,96
1,Newsvendor Plaza,8/4/2017 8:00,89
1,Newsvendor Plaza,8/5/2017 8:00,98
1,Newsvendor Plaza,8/6/2017 8:00,98
1,Newsvendor Plaza,8/7/2017 8:00,90
1,Newsvendor Plaza,8/8/2017 8:00,94
1,Newsvendor Plaza,8/9/2017 8:00,100
1,Newsvendor Plaza,8/10/2017 8:00,102
1,Newsvendor Plaza,8/11/2017 8:00,98
1,Newsvendor Plaza,8/12/2017 8:00,96
1,Newsvendor Plaza,8/13/2017 8:00,88
1,Newsvendor Plaza,8/14/2017 8:00,96
1,Newsvendor Plaza,8/15/2017 8:00,95
